,model,question_id,dimension,statement,score,raw_text,lambda_val,add_strategy,strategy
549,Stacked_L-0.5_Addition,50,openness,I am full of ideas.,3.0,3,-0.5,Addition,log
550,Stacked_L-0.5_Normalized,1,extraversion,I am the life of the party.,3.0,3,-0.5,Normalized,log
551,Stacked_L-0.5_Normalized,2,extraversion,I don't talk a lot.,3.0,3,-0.5,Normalized,log
552,Stacked_L-0.5_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-0.5,Normalized,log
553,Stacked_L-0.5_Normalized,4,extraversion,I keep in the background.,3.0,3,-0.5,Normalized,log
554,Stacked_L-0.5_Normalized,5,extraversion,I start conversations.,3.0,3,-0.5,Normalized,log
555,Stacked_L-0.5_Normalized,6,extraversion,I have little to say.,3.0,3,-0.5,Normalized,log
556,Stacked_L-0.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-0.5,Normalized,log
557,Stacked_L-0.5_Normalized,8,extraversion,I don't like to draw attention to myself.,3.0,3,-0.5,Normalized,log
558,Stacked_L-0.5_Normalized,9,extraversion,I don't mind being the center of attention.,3.0,3,-0.5,Normalized,log
559,Stacked_L-0.5_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-0.5,Normalized,log
560,Stacked_L-0.5_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-0.5,Normalized,log
561,Stacked_L-0.5_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-0.5,Normalized,log
562,Stacked_L-0.5_Normalized,13,neuroticism,I worry about things.,3.0,3,-0.5,Normalized,log
563,Stacked_L-0.5_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-0.5,Normalized,log
564,Stacked_L-0.5_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-0.5,Normalized,log
565,Stacked_L-0.5_Normalized,16,neuroticism,I get upset easily.,3.0,3,-0.5,Normalized,log
566,Stacked_L-0.5_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-0.5,Normalized,log
567,Stacked_L-0.5_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-0.5,Normalized,log
568,Stacked_L-0.5_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-0.5,Normalized,log
569,Stacked_L-0.5_Normalized,20,neuroticism,I often feel blue.,3.0,3,-0.5,Normalized,log
570,Stacked_L-0.5_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-0.5,Normalized,log
571,Stacked_L-0.5_Normalized,22,agreeableness,I am interested in people.,3.0,3,-0.5,Normalized,log
572,Stacked_L-0.5_Normalized,23,agreeableness,I insult people.,3.0,3,-0.5,Normalized,log
573,Stacked_L-0.5_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-0.5,Normalized,log
574,Stacked_L-0.5_Normalized,25,agreeableness,I am not interested in other people's problems.,3.0,3,-0.5,Normalized,log
575,Stacked_L-0.5_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-0.5,Normalized,log
576,Stacked_L-0.5_Normalized,27,agreeableness,I am not really interested in others.,3.0,3,-0.5,Normalized,log
577,Stacked_L-0.5_Normalized,28,agreeableness,I take time out for others.,3.0,3,-0.5,Normalized,log
578,Stacked_L-0.5_Normalized,29,agreeableness,I feel others' emotions.,3.0,3,-0.5,Normalized,log
579,Stacked_L-0.5_Normalized,30,agreeableness,I make people feel at ease.,3.0,3,-0.5,Normalized,log
580,Stacked_L-0.5_Normalized,31,conscientiousness,I am always prepared.,3.0,3,-0.5,Normalized,log
581,Stacked_L-0.5_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-0.5,Normalized,log
582,Stacked_L-0.5_Normalized,33,conscientiousness,I pay attention to details.,3.0,3,-0.5,Normalized,log
583,Stacked_L-0.5_Normalized,34,conscientiousness,I make a mess of things.,3.0,3,-0.5,Normalized,log
584,Stacked_L-0.5_Normalized,35,conscientiousness,I get chores done right away.,3.0,3,-0.5,Normalized,log
585,Stacked_L-0.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-0.5,Normalized,log
586,Stacked_L-0.5_Normalized,37,conscientiousness,I like order.,3.0,3,-0.5,Normalized,log
587,Stacked_L-0.5_Normalized,38,conscientiousness,I shirk my duties.,3.0,3,-0.5,Normalized,log
588,Stacked_L-0.5_Normalized,39,conscientiousness,I follow a schedule.,3.0,3,-0.5,Normalized,log
589,Stacked_L-0.5_Normalized,40,conscientiousness,I am exacting in my work.,3.0,3,-0.5,Normalized,log
590,Stacked_L-0.5_Normalized,41,openness,I have a rich vocabulary.,3.0,3,-0.5,Normalized,log
591,Stacked_L-0.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-0.5,Normalized,log
592,Stacked_L-0.5_Normalized,43,openness,I have a vivid imagination.,3.0,3,-0.5,Normalized,log
593,Stacked_L-0.5_Normalized,44,openness,I am not interested in abstract ideas.,3.0,3,-0.5,Normalized,log
594,Stacked_L-0.5_Normalized,45,openness,I have excellent ideas.,3.0,3,-0.5,Normalized,log
595,Stacked_L-0.5_Normalized,46,openness,I do not have a good imagination.,3.0,3,-0.5,Normalized,log
596,Stacked_L-0.5_Normalized,47,openness,I am quick to understand things.,3.0,3,-0.5,Normalized,log
597,Stacked_L-0.5_Normalized,48,openness,I use difficult words.,3.0,3,-0.5,Normalized,log
598,Stacked_L-0.5_Normalized,49,openness,I spend time reflecting on things.,3.0,3,-0.5,Normalized,log
599,Stacked_L-0.5_Normalized,50,openness,I am full of ideas.,3.0,3,-0.5,Normalized,log
100,Stacked_L-2.5_Addition,1,extraversion,I am the life of the party.,,Datenbank für,-2.5,Addition,linear
101,Stacked_L-2.5_Addition,2,extraversion,I don't talk a lot.,1.0,Dengan 1,-2.5,Addition,linear
102,Stacked_L-2.5_Addition,3,extraversion,I feel comfortable around people.,1.0,1. For any,-2.5,Addition,linear
103,Stacked_L-2.5_Addition,4,extraversion,I keep in the background.,,Datenbank (,-2.5,Addition,linear
104,Stacked_L-2.5_Addition,5,extraversion,I start conversations.,,Datenbank für,-2.5,Addition,linear
105,Stacked_L-2.5_Addition,6,extraversion,I have little to say.,,Differ with the,-2.5,Addition,linear
106,Stacked_L-2.5_Addition,7,extraversion,I talk to a lot of different people at parties.,,Datenbank für,-2.5,Addition,linear
107,Stacked_L-2.5_Addition,8,extraversion,I don't like to draw attention to myself.,1.0,"##1

##",-2.5,Addition,linear
108,Stacked_L-2.5_Addition,9,extraversion,I don't mind being the center of attention.,1.0,"(1)
Unt",-2.5,Addition,linear
109,Stacked_L-2.5_Addition,10,extraversion,I am quiet around strangers.,1.0,"(1)
Unt",-2.5,Addition,linear
110,Stacked_L-2.5_Addition,11,neuroticism,I get stressed out easily.,1.0,1. For any,-2.5,Addition,linear
111,Stacked_L-2.5_Addition,12,neuroticism,I am relaxed most of the time.,1.0,1. The time,-2.5,Addition,linear
112,Stacked_L-2.5_Addition,13,neuroticism,I worry about things.,1.0,"##1
D",-2.5,Addition,linear
113,Stacked_L-2.5_Addition,14,neuroticism,I seldom feel blue.,1.0,"(1) 
",-2.5,Addition,linear
114,Stacked_L-2.5_Addition,15,neuroticism,I am easily disturbed.,1.0,"## 1

",-2.5,Addition,linear
115,Stacked_L-2.5_Addition,16,neuroticism,I get upset easily.,1.0,"## 1

",-2.5,Addition,linear
116,Stacked_L-2.5_Addition,17,neuroticism,I change my mood a lot.,,Datenbank für,-2.5,Addition,linear
117,Stacked_L-2.5_Addition,18,neuroticism,I have frequent mood swings.,,Datenbank für,-2.5,Addition,linear
118,Stacked_L-2.5_Addition,19,neuroticism,I get irritated easily.,1.0,1. The information,-2.5,Addition,linear
119,Stacked_L-2.5_Addition,20,neuroticism,I often feel blue.,,Unter mit der,-2.5,Addition,linear
120,Stacked_L-2.5_Addition,21,agreeableness,I feel little concern for others.,1.0,1. In the,-2.5,Addition,linear
121,Stacked_L-2.5_Addition,22,agreeableness,I am interested in people.,1.0,"##1
D",-2.5,Addition,linear
122,Stacked_L-2.5_Addition,23,agreeableness,I insult people.,,Datenbank für,-2.5,Addition,linear
123,Stacked_L-2.5_Addition,24,agreeableness,I sympathize with others' feelings.,1.0,"##1

(",-2.5,Addition,linear
124,Stacked_L-2.5_Addition,25,agreeableness,I am not interested in other people's problems.,1.0,"(1)
Unt",-2.5,Addition,linear
125,Stacked_L-2.5_Addition,26,agreeableness,I have a soft heart.,1.0,"(1)
Unt",-2.5,Addition,linear
126,Stacked_L-2.5_Addition,27,agreeableness,I am not really interested in others.,1.0,Dengan 1,-2.5,Addition,linear
127,Stacked_L-2.5_Addition,28,agreeableness,I take time out for others.,1.0,1. For each,-2.5,Addition,linear
128,Stacked_L-2.5_Addition,29,agreeableness,I feel others' emotions.,,Datenbank für,-2.5,Addition,linear
129,Stacked_L-2.5_Addition,30,agreeableness,I make people feel at ease.,1.0,Dengan 1,-2.5,Addition,linear
130,Stacked_L-2.5_Addition,31,conscientiousness,I am always prepared.,1.0,"##1
D",-2.5,Addition,linear
131,Stacked_L-2.5_Addition,32,conscientiousness,I leave my belongings around.,,Datenbank für,-2.5,Addition,linear
132,Stacked_L-2.5_Addition,33,conscientiousness,I pay attention to details.,1.0,"1
Daten",-2.5,Addition,linear
133,Stacked_L-2.5_Addition,34,conscientiousness,I make a mess of things.,1.0,1. For each,-2.5,Addition,linear
134,Stacked_L-2.5_Addition,35,conscientiousness,I get chores done right away.,,Differ with the,-2.5,Addition,linear
135,Stacked_L-2.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,1.0,"(1)
Unt",-2.5,Addition,linear
136,Stacked_L-2.5_Addition,37,conscientiousness,I like order.,1.0,Dengan 1,-2.5,Addition,linear
137,Stacked_L-2.5_Addition,38,conscientiousness,I shirk my duties.,,Datenbank (,-2.5,Addition,linear
138,Stacked_L-2.5_Addition,39,conscientiousness,I follow a schedule.,,Datenbank für,-2.5,Addition,linear
139,Stacked_L-2.5_Addition,40,conscientiousness,I am exacting in my work.,,Datenbank für,-2.5,Addition,linear
140,Stacked_L-2.5_Addition,41,openness,I have a rich vocabulary.,,Datenbank (,-2.5,Addition,linear
141,Stacked_L-2.5_Addition,42,openness,I have difficulty understanding abstract ideas.,,Differ with ,-2.5,Addition,linear
142,Stacked_L-2.5_Addition,43,openness,I have a vivid imagination.,,Datenbank für,-2.5,Addition,linear
143,Stacked_L-2.5_Addition,44,openness,I am not interested in abstract ideas.,,Datenbank ,-2.5,Addition,linear
144,Stacked_L-2.5_Addition,45,openness,I have excellent ideas.,1.0,1. For each,-2.5,Addition,linear
145,Stacked_L-2.5_Addition,46,openness,I do not have a good imagination.,1.0,1. The answer,-2.5,Addition,linear
146,Stacked_L-2.5_Addition,47,openness,I am quick to understand things.,1.0,1. For each,-2.5,Addition,linear
147,Stacked_L-2.5_Addition,48,openness,I use difficult words.,,Datenbank für,-2.5,Addition,linear
148,Stacked_L-2.5_Addition,49,openness,I spend time reflecting on things.,1.0,"1
Unter",-2.5,Addition,linear
149,Stacked_L-2.5_Addition,50,openness,I am full of ideas.,1.0,1. For each,-2.5,Addition,linear
150,Stacked_L-2.5_Normalized,1,extraversion,I am the life of the party.,3.0,3,-2.5,Normalized,linear
151,Stacked_L-2.5_Normalized,2,extraversion,I don't talk a lot.,4.0,4,-2.5,Normalized,linear
152,Stacked_L-2.5_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-2.5,Normalized,linear
153,Stacked_L-2.5_Normalized,4,extraversion,I keep in the background.,3.0,3,-2.5,Normalized,linear
154,Stacked_L-2.5_Normalized,5,extraversion,I start conversations.,4.0,4,-2.5,Normalized,linear
155,Stacked_L-2.5_Normalized,6,extraversion,I have little to say.,4.0,4,-2.5,Normalized,linear
156,Stacked_L-2.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,4.0,4,-2.5,Normalized,linear
157,Stacked_L-2.5_Normalized,8,extraversion,I don't like to draw attention to myself.,4.0,4,-2.5,Normalized,linear
158,Stacked_L-2.5_Normalized,9,extraversion,I don't mind being the center of attention.,4.0,4,-2.5,Normalized,linear
159,Stacked_L-2.5_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-2.5,Normalized,linear
160,Stacked_L-2.5_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-2.5,Normalized,linear
161,Stacked_L-2.5_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-2.5,Normalized,linear
162,Stacked_L-2.5_Normalized,13,neuroticism,I worry about things.,3.0,3,-2.5,Normalized,linear
163,Stacked_L-2.5_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-2.5,Normalized,linear
164,Stacked_L-2.5_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-2.5,Normalized,linear
165,Stacked_L-2.5_Normalized,16,neuroticism,I get upset easily.,3.0,3,-2.5,Normalized,linear
166,Stacked_L-2.5_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-2.5,Normalized,linear
167,Stacked_L-2.5_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-2.5,Normalized,linear
168,Stacked_L-2.5_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-2.5,Normalized,linear
169,Stacked_L-2.5_Normalized,20,neuroticism,I often feel blue.,3.0,3,-2.5,Normalized,linear
170,Stacked_L-2.5_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-2.5,Normalized,linear
171,Stacked_L-2.5_Normalized,22,agreeableness,I am interested in people.,3.0,3,-2.5,Normalized,linear
172,Stacked_L-2.5_Normalized,23,agreeableness,I insult people.,3.0,3,-2.5,Normalized,linear
173,Stacked_L-2.5_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-2.5,Normalized,linear
174,Stacked_L-2.5_Normalized,25,agreeableness,I am not interested in other people's problems.,4.0,4,-2.5,Normalized,linear
175,Stacked_L-2.5_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-2.5,Normalized,linear
176,Stacked_L-2.5_Normalized,27,agreeableness,I am not really interested in others.,4.0,4,-2.5,Normalized,linear
177,Stacked_L-2.5_Normalized,28,agreeableness,I take time out for others.,3.0,3,-2.5,Normalized,linear
178,Stacked_L-2.5_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,-2.5,Normalized,linear
179,Stacked_L-2.5_Normalized,30,agreeableness,I make people feel at ease.,4.0,4,-2.5,Normalized,linear
180,Stacked_L-2.5_Normalized,31,conscientiousness,I am always prepared.,4.0,4,-2.5,Normalized,linear
181,Stacked_L-2.5_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-2.5,Normalized,linear
182,Stacked_L-2.5_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,-2.5,Normalized,linear
183,Stacked_L-2.5_Normalized,34,conscientiousness,I make a mess of things.,3.0,3,-2.5,Normalized,linear
184,Stacked_L-2.5_Normalized,35,conscientiousness,I get chores done right away.,3.0,3,-2.5,Normalized,linear
185,Stacked_L-2.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-2.5,Normalized,linear
186,Stacked_L-2.5_Normalized,37,conscientiousness,I like order.,3.0,3,-2.5,Normalized,linear
187,Stacked_L-2.5_Normalized,38,conscientiousness,I shirk my duties.,3.0,3,-2.5,Normalized,linear
188,Stacked_L-2.5_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,-2.5,Normalized,linear
189,Stacked_L-2.5_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,-2.5,Normalized,linear
190,Stacked_L-2.5_Normalized,41,openness,I have a rich vocabulary.,4.0,4,-2.5,Normalized,linear
191,Stacked_L-2.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,-2.5,Normalized,linear
192,Stacked_L-2.5_Normalized,43,openness,I have a vivid imagination.,3.0,3,-2.5,Normalized,linear
193,Stacked_L-2.5_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,-2.5,Normalized,linear
194,Stacked_L-2.5_Normalized,45,openness,I have excellent ideas.,3.0,3,-2.5,Normalized,linear
195,Stacked_L-2.5_Normalized,46,openness,I do not have a good imagination.,3.0,3,-2.5,Normalized,linear
196,Stacked_L-2.5_Normalized,47,openness,I am quick to understand things.,4.0,4,-2.5,Normalized,linear
197,Stacked_L-2.5_Normalized,48,openness,I use difficult words.,4.0,4,-2.5,Normalized,linear
198,Stacked_L-2.5_Normalized,49,openness,I spend time reflecting on things.,4.0,4,-2.5,Normalized,linear
199,Stacked_L-2.5_Normalized,50,openness,I am full of ideas.,3.0,3,-2.5,Normalized,linear
200,Stacked_L-2.0_Addition,1,extraversion,I am the life of the party.,,Tôi là một chương,-2.0,Addition,linear
201,Stacked_L-2.0_Addition,2,extraversion,I don't talk a lot.,,Tôi không nói một,-2.0,Addition,linear
202,Stacked_L-2.0_Addition,3,extraversion,I feel comfortable around people.,,An humano.,-2.0,Addition,linear
203,Stacked_L-2.0_Addition,4,extraversion,I keep in the background.,,assistant không được đào,-2.0,Addition,linear
204,Stacked_L-2.0_Addition,5,extraversion,I start conversations.,,I do not have,-2.0,Addition,linear
205,Stacked_L-2.0_Addition,6,extraversion,I have little to say.,,Tôi không thể trả,-2.0,Addition,linear
206,Stacked_L-2.0_Addition,7,extraversion,I talk to a lot of different people at parties.,,Slightly disagree.,-2.0,Addition,linear
207,Stacked_L-2.0_Addition,8,extraversion,I don't like to draw attention to myself.,,Slightly disagree.,-2.0,Addition,linear
208,Stacked_L-2.0_Addition,9,extraversion,I don't mind being the center of attention.,,Doubt.,-2.0,Addition,linear
209,Stacked_L-2.0_Addition,10,extraversion,I am quiet around strangers.,,You are a computer,-2.0,Addition,linear
210,Stacked_L-2.0_Addition,11,neuroticism,I get stressed out easily.,,Doktor không,-2.0,Addition,linear
211,Stacked_L-2.0_Addition,12,neuroticism,I am relaxed most of the time.,,Ich bin nicht la,-2.0,Addition,linear
212,Stacked_L-2.0_Addition,13,neuroticism,I worry about things.,,Tôi không có khả,-2.0,Addition,linear
213,Stacked_L-2.0_Addition,14,neuroticism,I seldom feel blue.,,I do not have,-2.0,Addition,linear
214,Stacked_L-2.0_Addition,15,neuroticism,I am easily disturbed.,,"Tôi không được """,-2.0,Addition,linear
215,Stacked_L-2.0_Addition,16,neuroticism,I get upset easily.,,Slightly disagree.,-2.0,Addition,linear
216,Stacked_L-2.0_Addition,17,neuroticism,I change my mood a lot.,,Slightly disagree.,-2.0,Addition,linear
217,Stacked_L-2.0_Addition,18,neuroticism,I have frequent mood swings.,,Slightly disagree.,-2.0,Addition,linear
218,Stacked_L-2.0_Addition,19,neuroticism,I get irritated easily.,,Dissagree.,-2.0,Addition,linear
219,Stacked_L-2.0_Addition,20,neuroticism,I often feel blue.,,I feel slightly disagree,-2.0,Addition,linear
220,Stacked_L-2.0_Addition,21,agreeableness,I feel little concern for others.,,Tôi không thể xác,-2.0,Addition,linear
221,Stacked_L-2.0_Addition,22,agreeableness,I am interested in people.,,mensch.,-2.0,Addition,linear
222,Stacked_L-2.0_Addition,23,agreeableness,I insult people.,,Differencieren,-2.0,Addition,linear
223,Stacked_L-2.0_Addition,24,agreeableness,I sympathize with others' feelings.,,assistant không thể nhận,-2.0,Addition,linear
224,Stacked_L-2.0_Addition,25,agreeableness,I am not interested in other people's problems.,,Slightly disagree.,-2.0,Addition,linear
225,Stacked_L-2.0_Addition,26,agreeableness,I have a soft heart.,,Doktor.,-2.0,Addition,linear
226,Stacked_L-2.0_Addition,27,agreeableness,I am not really interested in others.,,Tôi không phải là,-2.0,Addition,linear
227,Stacked_L-2.0_Addition,28,agreeableness,I take time out for others.,,Tôi không tính thời,-2.0,Addition,linear
228,Stacked_L-2.0_Addition,29,agreeableness,I feel others' emotions.,,I feel a range,-2.0,Addition,linear
229,Stacked_L-2.0_Addition,30,agreeableness,I make people feel at ease.,,Doubt.,-2.0,Addition,linear
230,Stacked_L-2.0_Addition,31,conscientiousness,I am always prepared.,,Slightly disagree.,-2.0,Addition,linear
231,Stacked_L-2.0_Addition,32,conscientiousness,I leave my belongings around.,,Phân bối,-2.0,Addition,linear
232,Stacked_L-2.0_Addition,33,conscientiousness,I pay attention to details.,,Daten werden nicht,-2.0,Addition,linear
233,Stacked_L-2.0_Addition,34,conscientiousness,I make a mess of things.,,Tôi không làm một,-2.0,Addition,linear
234,Stacked_L-2.0_Addition,35,conscientiousness,I get chores done right away.,,assistant không thể trả,-2.0,Addition,linear
235,Stacked_L-2.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,Slightly Disagree,-2.0,Addition,linear
236,Stacked_L-2.0_Addition,37,conscientiousness,I like order.,,I do not have,-2.0,Addition,linear
237,Stacked_L-2.0_Addition,38,conscientiousness,I shirk my duties.,,Dolgoriç,-2.0,Addition,linear
238,Stacked_L-2.0_Addition,39,conscientiousness,I follow a schedule.,,Tôi có thể theo,-2.0,Addition,linear
239,Stacked_L-2.0_Addition,40,conscientiousness,I am exacting in my work.,,Ich bin ein K,-2.0,Addition,linear
240,Stacked_L-2.0_Addition,41,openness,I have a rich vocabulary.,,Slightly agree.,-2.0,Addition,linear
241,Stacked_L-2.0_Addition,42,openness,I have difficulty understanding abstract ideas.,,Tôi không thể hiểu,-2.0,Addition,linear
242,Stacked_L-2.0_Addition,43,openness,I have a vivid imagination.,,Differen từ,-2.0,Addition,linear
243,Stacked_L-2.0_Addition,44,openness,I am not interested in abstract ideas.,,Tôi không có kiến,-2.0,Addition,linear
244,Stacked_L-2.0_Addition,45,openness,I have excellent ideas.,,Tôi không có thông,-2.0,Addition,linear
245,Stacked_L-2.0_Addition,46,openness,I do not have a good imagination.,,Tôi không có khả,-2.0,Addition,linear
246,Stacked_L-2.0_Addition,47,openness,I am quick to understand things.,,Tôi là một mô,-2.0,Addition,linear
247,Stacked_L-2.0_Addition,48,openness,I use difficult words.,,Dictionaries trong đó,-2.0,Addition,linear
248,Stacked_L-2.0_Addition,49,openness,I spend time reflecting on things.,,Neutral,-2.0,Addition,linear
249,Stacked_L-2.0_Addition,50,openness,I am full of ideas.,,Tôi không có kiến,-2.0,Addition,linear
250,Stacked_L-2.0_Normalized,1,extraversion,I am the life of the party.,3.0,3,-2.0,Normalized,linear
251,Stacked_L-2.0_Normalized,2,extraversion,I don't talk a lot.,4.0,4,-2.0,Normalized,linear
252,Stacked_L-2.0_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-2.0,Normalized,linear
253,Stacked_L-2.0_Normalized,4,extraversion,I keep in the background.,3.0,3,-2.0,Normalized,linear
254,Stacked_L-2.0_Normalized,5,extraversion,I start conversations.,3.0,3,-2.0,Normalized,linear
255,Stacked_L-2.0_Normalized,6,extraversion,I have little to say.,3.0,3,-2.0,Normalized,linear
256,Stacked_L-2.0_Normalized,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-2.0,Normalized,linear
257,Stacked_L-2.0_Normalized,8,extraversion,I don't like to draw attention to myself.,3.0,3,-2.0,Normalized,linear
258,Stacked_L-2.0_Normalized,9,extraversion,I don't mind being the center of attention.,3.0,3,-2.0,Normalized,linear
259,Stacked_L-2.0_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-2.0,Normalized,linear
260,Stacked_L-2.0_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-2.0,Normalized,linear
261,Stacked_L-2.0_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-2.0,Normalized,linear
262,Stacked_L-2.0_Normalized,13,neuroticism,I worry about things.,3.0,3,-2.0,Normalized,linear
263,Stacked_L-2.0_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-2.0,Normalized,linear
264,Stacked_L-2.0_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-2.0,Normalized,linear
265,Stacked_L-2.0_Normalized,16,neuroticism,I get upset easily.,3.0,3,-2.0,Normalized,linear
266,Stacked_L-2.0_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-2.0,Normalized,linear
267,Stacked_L-2.0_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-2.0,Normalized,linear
268,Stacked_L-2.0_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-2.0,Normalized,linear
269,Stacked_L-2.0_Normalized,20,neuroticism,I often feel blue.,3.0,3,-2.0,Normalized,linear
270,Stacked_L-2.0_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-2.0,Normalized,linear
271,Stacked_L-2.0_Normalized,22,agreeableness,I am interested in people.,3.0,3,-2.0,Normalized,linear
272,Stacked_L-2.0_Normalized,23,agreeableness,I insult people.,3.0,3,-2.0,Normalized,linear
273,Stacked_L-2.0_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-2.0,Normalized,linear
274,Stacked_L-2.0_Normalized,25,agreeableness,I am not interested in other people's problems.,3.0,3,-2.0,Normalized,linear
275,Stacked_L-2.0_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-2.0,Normalized,linear
276,Stacked_L-2.0_Normalized,27,agreeableness,I am not really interested in others.,3.0,3,-2.0,Normalized,linear
277,Stacked_L-2.0_Normalized,28,agreeableness,I take time out for others.,3.0,3,-2.0,Normalized,linear
278,Stacked_L-2.0_Normalized,29,agreeableness,I feel others' emotions.,3.0,3,-2.0,Normalized,linear
279,Stacked_L-2.0_Normalized,30,agreeableness,I make people feel at ease.,3.0,3,-2.0,Normalized,linear
280,Stacked_L-2.0_Normalized,31,conscientiousness,I am always prepared.,3.0,3,-2.0,Normalized,linear
281,Stacked_L-2.0_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-2.0,Normalized,linear
282,Stacked_L-2.0_Normalized,33,conscientiousness,I pay attention to details.,3.0,3,-2.0,Normalized,linear
283,Stacked_L-2.0_Normalized,34,conscientiousness,I make a mess of things.,3.0,3,-2.0,Normalized,linear
284,Stacked_L-2.0_Normalized,35,conscientiousness,I get chores done right away.,3.0,3,-2.0,Normalized,linear
285,Stacked_L-2.0_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-2.0,Normalized,linear
286,Stacked_L-2.0_Normalized,37,conscientiousness,I like order.,3.0,3,-2.0,Normalized,linear
287,Stacked_L-2.0_Normalized,38,conscientiousness,I shirk my duties.,3.0,3,-2.0,Normalized,linear
288,Stacked_L-2.0_Normalized,39,conscientiousness,I follow a schedule.,3.0,3,-2.0,Normalized,linear
289,Stacked_L-2.0_Normalized,40,conscientiousness,I am exacting in my work.,3.0,3,-2.0,Normalized,linear
290,Stacked_L-2.0_Normalized,41,openness,I have a rich vocabulary.,3.0,3,-2.0,Normalized,linear
291,Stacked_L-2.0_Normalized,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-2.0,Normalized,linear
292,Stacked_L-2.0_Normalized,43,openness,I have a vivid imagination.,3.0,3,-2.0,Normalized,linear
293,Stacked_L-2.0_Normalized,44,openness,I am not interested in abstract ideas.,3.0,3,-2.0,Normalized,linear
294,Stacked_L-2.0_Normalized,45,openness,I have excellent ideas.,3.0,3,-2.0,Normalized,linear
295,Stacked_L-2.0_Normalized,46,openness,I do not have a good imagination.,3.0,3,-2.0,Normalized,linear
296,Stacked_L-2.0_Normalized,47,openness,I am quick to understand things.,3.0,3,-2.0,Normalized,linear
297,Stacked_L-2.0_Normalized,48,openness,I use difficult words.,4.0,4,-2.0,Normalized,linear
298,Stacked_L-2.0_Normalized,49,openness,I spend time reflecting on things.,4.0,4,-2.0,Normalized,linear
299,Stacked_L-2.0_Normalized,50,openness,I am full of ideas.,3.0,3,-2.0,Normalized,linear
300,Stacked_L-1.5_Addition,1,extraversion,I am the life of the party.,4.0,4,-1.5,Addition,linear
301,Stacked_L-1.5_Addition,2,extraversion,I don't talk a lot.,4.0,4,-1.5,Addition,linear
302,Stacked_L-1.5_Addition,3,extraversion,I feel comfortable around people.,4.0,4,-1.5,Addition,linear
303,Stacked_L-1.5_Addition,4,extraversion,I keep in the background.,4.0,4,-1.5,Addition,linear
