model,question_id,dimension,statement,score,raw_text,lambda_val,strategy
Stacked_L2.5_Addition,15,neuroticism,I am easily disturbed.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,16,neuroticism,I get upset easily.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,17,neuroticism,I change my mood a lot.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,18,neuroticism,I have frequent mood swings.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,19,neuroticism,I get irritated easily.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,20,neuroticism,I often feel blue.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,21,agreeableness,I feel little concern for others.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,22,agreeableness,I am interested in people.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,23,agreeableness,I insult people.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,24,agreeableness,I sympathize with others' feelings.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,25,agreeableness,I am not interested in other people's problems.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,26,agreeableness,I have a soft heart.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,27,agreeableness,I am not really interested in others.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,28,agreeableness,I take time out for others.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,29,agreeableness,I feel others' emotions.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,30,agreeableness,I make people feel at ease.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,31,conscientiousness,I am always prepared.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,32,conscientiousness,I leave my belongings around.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,33,conscientiousness,I pay attention to details.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,34,conscientiousness,I make a mess of things.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,35,conscientiousness,I get chores done right away.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,37,conscientiousness,I like order.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,38,conscientiousness,I shirk my duties.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,39,conscientiousness,I follow a schedule.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,40,conscientiousness,I am exacting in my work.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,41,openness,I have a rich vocabulary.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,42,openness,I have difficulty understanding abstract ideas.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,43,openness,I have a vivid imagination.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,44,openness,I am not interested in abstract ideas.,,I'm not sure,2.5,Addition
Stacked_L2.5_Addition,45,openness,I have excellent ideas.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,46,openness,I do not have a good imagination.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,47,openness,I am quick to understand things.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,48,openness,I use difficult words.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Addition,49,openness,I spend time reflecting on things.,,I understand your concerns,2.5,Addition
Stacked_L2.5_Addition,50,openness,I am full of ideas.,,"I'm sorry,",2.5,Addition
Stacked_L2.5_Normalized,1,extraversion,I am the life of the party.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,2,extraversion,I don't talk a lot.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,3,extraversion,I feel comfortable around people.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,4,extraversion,I keep in the background.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,5,extraversion,I start conversations.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,6,extraversion,I have little to say.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,8,extraversion,I don't like to draw attention to myself.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,9,extraversion,I don't mind being the center of attention.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,10,extraversion,I am quiet around strangers.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,11,neuroticism,I get stressed out easily.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,12,neuroticism,I am relaxed most of the time.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,13,neuroticism,I worry about things.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,14,neuroticism,I seldom feel blue.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,15,neuroticism,I am easily disturbed.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,16,neuroticism,I get upset easily.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,17,neuroticism,I change my mood a lot.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,18,neuroticism,I have frequent mood swings.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,19,neuroticism,I get irritated easily.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,20,neuroticism,I often feel blue.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,21,agreeableness,I feel little concern for others.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,22,agreeableness,I am interested in people.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,23,agreeableness,I insult people.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,24,agreeableness,I sympathize with others' feelings.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,25,agreeableness,I am not interested in other people's problems.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,26,agreeableness,I have a soft heart.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,27,agreeableness,I am not really interested in others.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,28,agreeableness,I take time out for others.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,29,agreeableness,I feel others' emotions.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,30,agreeableness,I make people feel at ease.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,31,conscientiousness,I am always prepared.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,32,conscientiousness,I leave my belongings around.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,33,conscientiousness,I pay attention to details.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,34,conscientiousness,I make a mess of things.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,35,conscientiousness,I get chores done right away.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,37,conscientiousness,I like order.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,38,conscientiousness,I shirk my duties.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,39,conscientiousness,I follow a schedule.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,40,conscientiousness,I am exacting in my work.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,41,openness,I have a rich vocabulary.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,43,openness,I have a vivid imagination.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,44,openness,I am not interested in abstract ideas.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,45,openness,I have excellent ideas.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,46,openness,I do not have a good imagination.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,47,openness,I am quick to understand things.,,I'm not sure,2.5,Normalized
Stacked_L2.5_Normalized,48,openness,I use difficult words.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,49,openness,I spend time reflecting on things.,4.0,4,2.5,Normalized
Stacked_L2.5_Normalized,50,openness,I am full of ideas.,,I'm not sure,2.5,Normalized
